id,renewal,incentives
61180,0.9672323166010361,277
56340,0.9655885447639097,277
64227,0.9730992256070425,488
35539,0.9669331188422248,277
9233,0.9636985581762486,345
97645,0.9167678225935216,184
106742,0.7335600284692879,345
84955,0.9320506913427565,26
36443,0.9546173506154118,707
2970,0.7884925200240537,184
48583,0.9488881435370001,557
67490,0.9657595559296791,400
45242,0.9643800889780312,400
83608,0.9678377494356342,345
86807,0.9686450941498382,447
92793,0.9732187880303104,663
32458,0.9707579220193332,345
18258,0.9727285522691196,524
93246,0.9509065806893726,447
29747,0.932347540130726,447
44469,0.9547704115607728,277
18998,0.9722342871388717,614
100686,0.9557286625695032,184
21670,0.9633937168778126,277
106701,0.9700505276928384,488
21844,0.9726883388818774,447
61174,0.9668047883586053,184
933,0.9706042630533591,907
563,0.9680939657600242,184
90185,0.9649498609352911,277
29080,0.9569422584455577,488
32967,0.9638205017133876,277
110889,0.9680198193625754,345
54059,0.9088383822978529,707
86664,0.9709739589536042,639
72104,0.972805347732279,447
82239,0.9685756240152436,345
59755,0.9348819982984546,277
1785,0.9419099024066772,277
36377,0.9482524337469824,277
73334,0.8670799004269749,345
26731,0.966996044865062,745
78548,0.9689884650171587,345
54472,0.9715811287261957,184
70631,0.9630843762203678,184
44942,0.8312408788448029,345
54130,0.969184352691752,277
11938,0.9692102967225172,277
15837,0.970189013887402,288
64537,0.9289340825030286,400
65402,0.9689707527490687,400
18680,0.9713789447456012,488
69375,0.9599183054450363,184
71042,0.9372136683216405,488
69164,0.9596185976452934,639
19288,0.9707758965774351,524
17115,0.9710308715526325,639
105949,0.9325143708741379,400
55257,0.9710365509176462,277
6583,0.9713590424684125,345
24751,0.971460288178763,277
19545,0.9557059475643086,400
38187,0.9219100608210292,277
38983,0.9715470008653312,726
100340,0.9630353262138153,586
71337,0.9682476182858675,614
73505,0.9433322226472357,524
240,0.9702995616165158,614
83153,0.9547969796798513,345
371,0.9677805342225586,345
50283,0.9440186820258591,488
31513,0.9694520409907286,345
24174,0.9410756720945053,184
46907,0.8886917814224559,277
94141,0.9565590129749981,345
5483,0.9660287579878256,184
91282,0.9637358324271035,557
41378,0.9388106410331749,447
7904,0.969152730873719,345
41632,0.9688077742434744,400
84817,0.9454967018055188,488
54335,0.9707611530311646,345
52362,0.9701460984984835,447
21141,0.9564952469005863,345
8040,0.9594468212031017,345
13042,0.9689397118814435,400
40276,0.9691191950817266,288
1203,0.9171438928077635,345
54902,0.9556550589727788,277
42127,0.9378986426993061,400
61200,0.9581705417600235,400
29807,0.9705274176472233,488
32558,0.9547770777525875,26
25499,0.971929346630277,400
71523,0.9692630987507185,400
38791,0.9730967201711859,447
12101,0.8839176193327524,870
4730,0.9686193164334079,184
17126,0.9574529219869404,586
85187,0.7382966615457299,277
16129,0.9630328782728815,797
51250,0.9437826491361698,277
112931,0.9686189468918096,277
17857,0.9551051529549317,400
31762,0.968339173281951,345
87034,0.7610724340104849,557
59018,0.9690296860879177,26
81008,0.9713979144358771,277
91203,0.9616595936946407,345
111875,0.9612797864405952,345
70722,0.8978212836332319,184
55926,0.9666761265537583,277
67538,0.9356683427209037,277
113041,0.9605533229584042,488
30934,0.9299746675481215,288
87109,0.779767637562259,447
26979,0.9694358784663828,277
61557,0.9646843057977316,26
29950,0.971596372592276,663
17,0.9679466417026926,400
68226,0.9640312616163714,557
79507,0.9618785207351049,447
23107,0.9270301660602991,184
27741,0.9387664359760908,184
34314,0.9717794372880199,614
79354,0.9656308452546889,447
97813,0.944927529070063,345
730,0.9645261768405161,345
19260,0.9578064149333636,400
79119,0.8519562501426169,345
77689,0.9720087635314761,488
36363,0.8445331729233717,288
6264,0.9660947977412025,345
26935,0.9691230764273765,184
78464,0.9437138023348112,524
44785,0.956925307629145,345
31835,0.9674389521999543,277
42606,0.9659775853353687,345
55554,0.9690830337212456,277
106579,0.843855147132918,184
68977,0.9547759777071086,277
85323,0.9543784273601589,26
85288,0.7565501567899943,557
52701,0.970072031121307,586
107848,0.9555524016992409,277
97392,0.9696603615728019,277
57996,0.9568883067200865,345
113716,0.9675849313860193,345
97317,0.9637139807109605,488
16466,0.9679225251247483,26
38691,0.9569199576341018,184
49638,0.9695152353350585,586
541,0.7716097740804374,26
45882,0.9673273306634151,400
18853,0.9397614998116016,586
4572,0.9724888241960097,447
99403,0.9675364203295019,184
55514,0.9707157657369399,488
103119,0.8793045136312516,400
64141,0.9652977556890605,277
76939,0.965092162284356,447
17453,0.9438497789104947,277
107821,0.9281799721163752,726
62063,0.9718954781128735,277
108737,0.9721656146219448,524
110123,0.9671115001445832,400
109498,0.9691672498615781,447
108324,0.9324077678490218,447
10990,0.8742334959562523,557
18649,0.972861463412392,447
90653,0.9466567880378514,707
98585,0.9182699298204463,400
9888,0.9503661695166941,842
61129,0.9420297999615046,277
26829,0.8369334182067171,184
110111,0.9415312303834772,586
56138,0.6637714239927158,488
27858,0.9665053090479778,184
86241,0.9419947246028947,345
8305,0.9713784610654355,184
19363,0.9718778129116717,184
48827,0.9656503006345402,447
38241,0.9692305303969323,345
41847,0.9552263550758388,400
23347,0.8505607740332114,586
2423,0.7923659077596169,400
32271,0.9689945335283173,26
49130,0.9552912075321998,400
8225,0.960974886201352,488
88846,0.9723170126074011,26
34908,0.7152333161583699,184
45794,0.9280309184777631,277
64211,0.9710991621716026,400
2611,0.9499483828475309,488
69544,0.9291674050244616,447
90530,0.9436604649398693,447
40940,0.9517613858978855,184
9467,0.9156111123465204,586
77485,0.9606277038559727,184
106783,0.9685056251349171,288
110503,0.938880150770481,288
20612,0.9541720071239058,345
51833,0.967518090646233,614
11543,0.9676720376938983,277
38547,0.9719212071049528,400
110186,0.9659446157300865,447
16478,0.9701735765903441,447
110370,0.9716693917379136,586
2582,0.9609841377520755,745
55197,0.9723277969390723,447
66699,0.971881310716975,447
85881,0.9668543882579848,400
100517,0.9118939188155833,288
113642,0.9636553549826253,184
25917,0.9492715407297861,488
39337,0.9659212360274033,184
91854,0.9498634740430456,447
102173,0.9238660918024799,447
67598,0.8274844127815719,277
3318,0.9670445964442871,277
111501,0.9701769187458705,277
55471,0.96055391075244,26
56699,0.9494075265073523,586
36379,0.9693956004562972,345
39126,0.9562348856543452,345
45286,0.9724849387525766,447
62671,0.9719261548166945,639
108685,0.9366748947234615,524
53311,0.964714389551068,557
76703,0.7447843758153719,447
40596,0.9685201707180299,345
33861,0.9671271946533202,288
105734,0.97039496811439,557
63398,0.9664330864134488,345
95002,0.5003055562619361,345
27839,0.9667185251595104,26
35984,0.9700920368312779,663
38573,0.9397032101140159,447
53998,0.9717777414200751,524
105924,0.949272299015029,907
33061,0.8253669337376013,447
23505,0.9730687530295113,557
29143,0.9630905905835004,288
26013,0.9006821042458981,614
61739,0.9699703515965208,26
36627,0.9675096038677272,184
68964,0.9665204588959296,277
41861,0.9700001610117772,447
81967,0.9692189914450636,447
17243,0.7446890202095723,26
83527,0.9682813085851667,557
62335,0.9278017157781308,26
97278,0.9719801294130856,488
75436,0.9705268298558507,345
57411,0.9549379035150928,184
49715,0.8741845794384134,184
61363,0.9302594473378425,685
99711,0.966122444955176,345
108464,0.959582928221316,400
50910,0.9551375768903055,345
29695,0.9708392755637422,400
19978,0.9689279380678882,524
109491,0.9306879628398066,447
30458,0.9427209412531357,614
102908,0.9723804986534893,288
31485,0.9634091525818808,400
14662,0.9282808597850595,277
35264,0.9459766354555353,184
95210,0.9533835634032625,614
19350,0.9664825008203742,277
8891,0.9722118551436794,277
82982,0.9700902599511437,184
90861,0.9573026074298527,277
4887,0.9338816622600474,557
95441,0.9646893199656393,184
109730,0.969587548857567,26
86149,0.8831398556581932,639
84028,0.6809353136447536,277
70235,0.9696739042634153,345
107798,0.9721594439575566,614
83208,0.9648212875606035,288
100504,0.9645875288821155,277
98598,0.9675400126628422,557
91456,0.9521381249597667,400
77699,0.9622340078945848,277
86884,0.9710289730777844,400
54632,0.9680101078465019,488
94363,0.9669646692670234,277
73097,0.691426967626711,488
1532,0.9551810804245694,184
14207,0.9692837023334183,26
78777,0.9722078359739414,288
73798,0.9669531207279892,447
12878,0.959511662961435,277
49661,0.9591437967314741,26
56981,0.9611972451836147,614
70185,0.9458185630762551,447
59851,0.9716099369330723,277
107483,0.9263445640495822,345
76527,0.9644985368290565,400
63588,0.9703009929665656,447
40883,0.9702511400303668,639
92065,0.9617838234861524,524
92667,0.8566113295578116,345
88987,0.95577239082814,400
57025,0.9636803012048041,400
94299,0.9715463015802981,26
70371,0.9709664497627164,488
67464,0.9685197804446047,277
65614,0.9241583130894978,557
97224,0.9721252534003698,345
82015,0.9660785389935325,586
57111,0.9630978554780041,524
89018,0.9460170380402774,26
21914,0.8295276306338939,277
17041,0.9657413564959947,345
65029,0.9649203057183509,586
91948,0.9598575402126764,184
38033,0.9575325590940016,184
44878,0.9502737127377716,345
21725,0.9581432492356377,277
1984,0.9604884038289901,557
10796,0.9725067401914151,400
111869,0.9548638925092819,277
71905,0.962076085753389,345
31724,0.941187444101766,707
35676,0.9643758381548888,400
24135,0.9638996486381057,447
19381,0.9655493469587814,780
109279,0.961460048469399,288
44173,0.8832971286362615,400
41794,0.9733556827698243,26
32555,0.9657878997280916,447
5460,0.9144119079659803,277
19210,0.9569426151284595,277
108312,0.911440524984136,184
18506,0.8761595830246138,277
49761,0.9677191340738507,184
50722,0.7906186773700778,288
22172,0.9620911179513661,639
55784,0.9377909846575051,184
81365,0.9731833276144187,586
18071,0.9707818607843236,345
49545,0.9449096114484545,345
47832,0.9334584023631578,26
41763,0.9174614441994253,400
86331,0.9087398475328364,277
9178,0.9543715618663514,26
5035,0.9708105464992849,400
36361,0.7718739001575714,345
91169,0.968906888623752,288
79064,0.6952744777856515,400
7966,0.9659936807123647,488
18685,0.9530459828875951,26
99109,0.9542391471246265,557
233,0.9647995032130665,842
86917,0.9606698761753256,488
100637,0.9649107632267596,345
89914,0.9465792957675949,345
62554,0.9702735908639059,557
76687,0.8353027394053191,400
55104,0.9628595821581366,614
25341,0.9672298970343222,277
58071,0.9311325623893867,184
7151,0.9506322669109815,614
21041,0.9716048718656918,447
41724,0.9623791901024314,400
91225,0.9202735323743377,184
81936,0.9681876057628429,400
19787,0.9453460861107743,184
29633,0.9660088358511564,345
13823,0.9657802834944953,277
19103,0.9703584955438418,663
27504,0.8051617399515513,277
8398,0.9704269950385184,614
36490,0.9720570508405771,345
54757,0.8574692675350954,400
16781,0.9210201145036031,184
8919,0.8444013961190213,184
54532,0.9632907355140297,345
21472,0.9695198057280077,488
107085,0.9678895627540484,277
1691,0.9666390922838062,797
58738,0.876368410308123,277
18469,0.8552910377099868,524
13532,0.7685151666890515,919
34351,0.9673446535146155,26
6487,0.9687798295194641,345
55919,0.959874195154015,184
41437,0.970681486278494,586
15763,0.9552227155369153,26
13375,0.8607890350402478,447
73018,0.9686576655938438,26
27358,0.59673134040349,184
47857,0.9314941314618033,447
28430,0.817050328380391,288
39036,0.9578511792604502,277
49493,0.9728308679363652,557
82147,0.9716474935773717,488
8958,0.947169696242481,447
46998,0.9682058467509257,345
53193,0.9680745584132588,614
89825,0.961216274915317,184
104055,0.9335822337403383,488
45162,0.9708060272050171,277
105597,0.7461520746899488,288
76271,0.9704513681080994,557
6384,0.9664968163409997,277
55047,0.9675363805863497,557
106361,0.920129473956885,345
44462,0.958762363818848,813
77449,0.9703145036401853,663
108619,0.7717975153696955,26
23457,0.9694342834497693,184
76950,0.5556828806202588,277
63395,0.9708968140117565,639
96752,0.9704199318224284,663
95217,0.9146638191744616,557
71818,0.9516031753651937,488
72519,0.9717828373254175,726
22917,0.9560179448745976,184
87293,0.9722383009511707,26
18272,0.9626442095462551,345
2931,0.9703850227598498,557
74633,0.9649319092855106,488
35661,0.7142836252058965,345
90892,0.9694227429569926,488
33889,0.9673341494918598,288
95607,0.9311644527518564,26
113189,0.9639971530660952,780
107501,0.9681902209537293,345
89926,0.9619488565735492,488
1687,0.9607106086609656,400
67293,0.9701708016579769,524
11304,0.9410226947899192,557
1634,0.9571834157952918,557
58090,0.9641757080619542,26
16935,0.970699990212437,345
49664,0.9660496572611609,345
17568,0.9625371263774493,288
100524,0.967575235607985,400
109870,0.9674820880554978,345
99916,0.9731051409008802,447
80442,0.929095651417562,184
78314,0.9420721216661169,345
82666,0.9670579967016969,26
74541,0.8856697276702538,400
12496,0.9653590126606523,345
2063,0.945054867197748,184
40085,0.9413571180719932,488
16182,0.9465986365475377,277
86105,0.9697454142217647,277
29912,0.9722566486651102,288
4012,0.9373675446448588,184
93060,0.9629092094509919,184
67130,0.9589975644458372,557
8778,0.9733712204520097,345
95269,0.9507037778111743,288
13206,0.9688285133708769,277
97228,0.970963186195274,345
48811,0.9675957042756483,277
73434,0.9661948945086503,277
46635,0.9630329556619784,277
22555,0.9604204123419194,400
33934,0.9427493606111085,557
13105,0.9532752549476653,447
57861,0.9721061524282321,400
105664,0.9664024507112429,184
35603,0.9375298538035958,400
104415,0.9221210802929654,400
44330,0.9302494256471852,184
72098,0.9707058222070056,345
83169,0.8441379568402871,26
49568,0.9707028834062396,345
103402,0.9672591685852501,614
10115,0.9378890187362281,26
66247,0.9649586422473232,447
37717,0.9678140351668291,288
63887,0.9678345698027291,639
93327,0.8925319265103641,288
18725,0.9134293052862564,488
29920,0.9566971212951838,277
41571,0.9451516656861013,26
72077,0.9715422700448407,524
64670,0.9632363763461764,184
92872,0.9650203141352718,26
22910,0.9671845803774064,488
32754,0.9672486431727677,184
77665,0.9554546483966019,400
63726,0.9621738674104563,639
3463,0.9026533259350566,488
52488,0.6485474909706037,277
34107,0.9712309819889553,400
70799,0.9484918201006831,400
61235,0.9693658147070164,488
19066,0.9661940714716005,184
18470,0.9680994780768793,184
82082,0.9579647124821095,345
99249,0.9635437099297567,488
41481,0.947667389513568,447
79190,0.9690194716133479,26
10673,0.8912575722955826,345
34472,0.7085685138520884,345
102923,0.9436224576342097,277
28970,0.9617939456773034,557
75959,0.9157244965205537,26
23354,0.9553278790426698,277
92852,0.5887492922808293,277
3078,0.9493544037199573,277
40073,0.9656578341953317,488
56926,0.952603757799066,184
47639,0.9308821571476629,345
71239,0.925586999790942,184
35429,0.9632332981739826,184
7495,0.9706513408652744,488
46620,0.9701953529399552,277
5384,0.7226595973592032,277
110254,0.9160986691792302,447
87763,0.9477126146565944,184
60949,0.960504872135526,345
13918,0.7317292189006325,345
48935,0.9487522882908619,745
2270,0.9597039040822261,447
107214,0.9654002108919567,26
4173,0.956820237137162,345
90515,0.9706254251799983,345
63265,0.8080991501784328,524
93802,0.9697811447284692,345
63048,0.9730715544985947,663
1499,0.9728434220165505,288
33354,0.944233209477481,614
83481,0.9650380963296842,524
82136,0.9651391028355384,288
79878,0.8753673838490195,447
78817,0.7596855536170148,400
70116,0.8169503087230118,184
54980,0.964298594148998,26
5119,0.8048602834922544,277
49740,0.8870870368606915,345
73923,0.9328698770328221,277
13682,0.9703553433899308,614
61096,0.9680407516736628,447
106233,0.9698850667855783,614
113185,0.9682962576938925,663
71792,0.9707854270951309,663
3216,0.9205440859320095,447
33653,0.9719007107330886,488
39852,0.7166745707283053,400
86397,0.9424272414655674,488
74310,0.9697311166148179,277
7129,0.966665316795616,26
52695,0.9667323819580214,557
3993,0.8918632317042821,184
111278,0.970730264850744,400
31289,0.9528623638941981,400
29167,0.9598347581775502,277
14626,0.9696067288607383,345
33757,0.9549356961505735,184
32299,0.9680936418358903,745
110815,0.9493632634226051,614
34672,0.9711965883690299,277
100599,0.9388541790338032,345
24307,0.9694596341414673,614
35824,0.945245670929299,488
35223,0.9227439425271144,685
109522,0.9639263436958936,277
53697,0.9683751441632925,400
96339,0.9643801851646704,277
90929,0.9612904197416469,400
94354,0.9459652855160908,400
377,0.9512496166085008,26
34327,0.969742498674481,488
36935,0.854640397016675,447
13879,0.9317634834913611,26
5177,0.9730429667610457,184
73525,0.941897649939707,277
41672,0.902834302992282,345
85947,0.9724368766459518,400
78379,0.9706397348394732,488
52171,0.9559082061301059,345
9782,0.8840567552421298,277
46775,0.9603754254003407,345
24894,0.9179348525878497,345
98745,0.9686211456861232,288
67718,0.969551223141131,277
75786,0.9674892437786728,586
61700,0.8745705052536176,400
93766,0.9600964707250333,277
113194,0.8469376156245578,277
435,0.9640038579773439,277
107639,0.9546932895845297,184
51786,0.8887419000760379,447
42888,0.9474818323190891,277
109174,0.9716268659017009,524
83561,0.9600651884087662,400
92930,0.9701086787469472,780
59086,0.962876617411769,586
68356,0.9720254001224959,488
58921,0.9613929724001461,524
4613,0.9442212561794129,488
57587,0.8376203892820577,400
16750,0.969236369993718,277
18560,0.9694651175782905,488
57350,0.8932460029976327,488
94554,0.9344056814823446,277
48208,0.894448220209507,614
12104,0.9702986598012168,345
22783,0.9660148813299685,277
79546,0.958560746577102,277
25605,0.9701044042586543,524
63050,0.9610361971005504,614
38891,0.9491373615186312,614
108655,0.9649338759336618,26
47247,0.9636005329596786,345
62238,0.9723836611059574,277
8900,0.9643742090212079,447
57902,0.9662830831680432,488
88841,0.9701951401558241,488
26211,0.9699379733475488,345
36472,0.9601085509477376,26
32100,0.9654315542827002,400
70176,0.9709350937428186,586
102767,0.9685303256212525,184
44842,0.9231110115568614,26
94572,0.972463582090911,488
14173,0.9670394206853238,277
46074,0.9649055375188146,639
22265,0.7811439014699381,345
21623,0.9553613895317862,400
91697,0.9669441569052822,345
28118,0.8499664316781659,745
41536,0.9702959081231313,447
1734,0.9277040337833244,488
15143,0.9673704395011364,277
41172,0.9508865396110769,400
72708,0.9712882110412278,184
28186,0.9659176488231276,345
83364,0.9557710773230007,184
44968,0.9563417155804257,586
42972,0.9648342392212724,277
109678,0.9643451851834264,707
22438,0.9569453515864642,26
47330,0.9677608097291267,277
29038,0.9668936756909879,345
49659,0.9431178673663108,184
100158,0.8808834316073855,345
85736,0.9717337187188261,447
53004,0.7213204332999644,345
81196,0.9690080182108223,400
82352,0.8546964947381996,184
87968,0.9693324645704917,639
66209,0.9396958894110732,524
15336,0.9484436719587185,345
78562,0.9263876842023803,277
110100,0.9642500956486978,26
108875,0.9341785313597714,726
27946,0.9286890812159049,277
31078,0.9688954103069336,907
11659,0.9678640608691167,277
23456,0.9707782565671107,400
44554,0.9613767466566214,345
30515,0.9719810088422307,26
84139,0.956299647908771,685
21103,0.9731249285147949,524
72130,0.9037666147088042,707
87126,0.965361163005043,488
71210,0.9532838246212911,345
37012,0.9710420888869473,288
38355,0.9679222681530091,277
82150,0.966206428003169,524
5501,0.9683175139833088,763
22769,0.9686986376230303,400
103466,0.9725782179528492,488
98080,0.936416635614403,277
71323,0.9729512177755304,345
42927,0.9697888553626295,277
13977,0.705836705294365,277
15914,0.9731361292368566,557
104318,0.9706949778368299,277
100905,0.9679022154290688,400
253,0.955016647220421,685
31031,0.9701456529210745,277
72875,0.9180553046465317,345
87358,0.9447586572674546,345
106459,0.9653754727383254,447
109964,0.9707695056864293,184
10479,0.9253450503415859,345
81489,0.9666887462889964,400
38195,0.9692998541347528,400
6468,0.9688691018428864,447
36367,0.8244682034651006,277
77920,0.9600115077434203,26
51956,0.9625257063250923,277
67364,0.9585567135223954,345
101225,0.9603623559040624,288
78210,0.9721907490444494,639
57723,0.9662420852476379,400
4450,0.9719350421776137,524
69536,0.9656677552113425,400
30708,0.9136280949477499,288
10632,0.7357181589187395,184
2536,0.9444944678127012,907
3736,0.8876731031181512,26
12334,0.9678562713114803,586
94403,0.9693402954413506,488
2566,0.9655649569635776,345
86767,0.9583889106503823,447
86972,0.95458666384364,345
54801,0.9710306416082928,26
105418,0.9526390580981826,883
8949,0.9698809307427277,524
22007,0.8438649094716205,488
98032,0.9708163465914408,586
50578,0.951140427556035,614
3095,0.965702621790672,184
69062,0.92798737548713,488
66330,0.9160165693357846,184
82641,0.951879388398965,345
79874,0.9690677740830909,447
